ID, SHORTCODE, LIKES, NUM_COMMENTS, DATE, CAPTION, IS_VIDEO, VIDEO_VIEW_COUNT, HAS_COMMENTS, COMMENT_ID, COMMENT_USER, COMMENT_TIME, COMMENT_TEXT
292939058078398434, QQuoVxmbfi, 20, 1, 2012-10-01 18:24:38, Robot!, False, N/A, true, 17844949669018645, monaa_k, 2012-12-15 16:25:37, We love the robot!
347257271804868168, TRtKYbmbZI, 18, 1, 2012-12-15 16:05:14, @thegrandnightclub Lighting up the night #hottestnightclubinsf #nightclub #sanfrancisco, False, N/A, true, 17847796753018645, xo.jlovee, 2013-06-21 13:26:15, @meli__flowers
347258575805593181, TRtdW4GbZd, 26, 0, 2012-12-15 16:07:49, Heyyyy sexy ladyyyy #thegrandsf #thegrandnightclub #thegrandgirls #hottestnightclubinsf #sanfrancisco #nightclub, False, N/A, false, N/A, N/A, N/A, N/A
377164739833869477, U79VUjmbSl, 26, 1, 2013-01-25 22:26:02, Who is ready for #champagneshowers tomorrow night? We are! #thegrand #thegrandgirls #thegrandnightclub #champagneboom, False, N/A, true, 17844967972018645, mama.sami, 2013-01-25 22:42:32, 😍😍😍😍😍😍😍😍
385923800926631275, VbE6b4mbVr, 41, 2, 2013-02-07 00:28:43, #colleenshannon #worldsexiestdj #playboy #playmate #thegrand #thegrandnightclub #sanfrancisco #nightlife, False, N/A, true, 17844973534018645, hugissimo, 2013-02-07 00:32:35, #djcolleenshannon
385923800926631275, VbE6b4mbVr, 41, 2, 2013-02-07 00:28:43, #colleenshannon #worldsexiestdj #playboy #playmate #thegrand #thegrandnightclub #sanfrancisco #nightlife, False, N/A, true, 17844973549018645, rodneydeth, 2013-02-07 02:11:29, @djcolleenshannon
443213034775230093, Ymm-gpmbaN, 33, 0, 2013-04-27 02:32:12, Mermaids @thegrandnightclub #thegrand #thegrandnightclub #sanfrancisco #nightclub #bacardi, False, N/A, false, N/A, N/A, N/A, N/A
445717503580681636, YvgbU_GbWk, 34, 0, 2013-04-30 13:28:08, A #GRAND Presentation ✨For bottle service inquires call 415-814-3008. #grandsf #grandgirls #grandgirlslive #bottleservice #VIP #thegrandlife @destyy22, False, N/A, false, N/A, N/A, N/A, N/A
445782089285613391, YvvHLHGbdP, 23, 0, 2013-04-30 15:36:27, Who's ready to pop bottles with the #grandgirls this weekend? #thegrandlife #sf #grandgirlslive #grandsf, False, N/A, false, N/A, N/A, N/A, N/A
447891367530182644, Y3OtNjmbf0, 30, 0, 2013-05-03 13:27:13, We take #bottlepoppin  to another level! #bigbottlesdontcare #howwedoit #cantcompare #instagood #instadaily #instaballer @_tinamarie_ #grandsf #grandgirls #grandgirlslive #thegrandsf #thegrandnightclub, False, N/A, false, N/A, N/A, N/A, N/A
450101223599224828, Y_FK2Zmbf8, 25, 0, 2013-05-06 14:37:48, Come check out @lovemesomeamy this Friday! #instagood #instasexy #instadaily #thegrandsf #thegrandlife #thegrandnightclub, False, N/A, false, N/A, N/A, N/A, N/A
450787653778519105, ZBhPuUmbRB, 20, 2, 2013-05-07 13:21:37, Come dance the night away with the beautiful @wendayy_twran 💃#instasexy #instagood #instadaily #sfnightlife #bottleservice #sfvip #sfbottleservice #grandgirls #thegrandsf #thegrandnightclub #grandsf #thegrandgirls #sfparty #sanfrancisco, False, N/A, true, 17847767302018645, mama.sami, 2013-05-07 13:32:26, 😍
450787653778519105, ZBhPuUmbRB, 20, 2, 2013-05-07 13:21:37, Come dance the night away with the beautiful @wendayy_twran 💃#instasexy #instagood #instadaily #sfnightlife #bottleservice #sfvip #sfbottleservice #grandgirls #thegrandsf #thegrandnightclub #grandsf #thegrandgirls #sfparty #sanfrancisco, False, N/A, true, 17847767335018645, alma.wallace, 2013-05-07 14:35:56, So cute Wendy!
452293601047197013, ZG3qJAmbVV, 32, 2, 2013-05-09 15:13:40, We got issues!! @christianpresents parties are always cray cray #instadaily #instacrazy #sfvip #sfparty #grandgirls #thegrandsf #thegrandnightclub #wegotissues, False, N/A, true, 17847768628018645, katierandick, 2013-05-09 15:23:39, Is it we got issues this weekend!?!
453202573161772084, ZKGVbQmbQ0, 50, 1, 2013-05-10 21:19:38, Come party with the #GrandGirlsLive tonight ! #Sf #Party #NightLife #BottlePoppin #Vip #BottleLife #Girls #FridayNight #Sexy #instadaily #instagood #tagsforlikes #bottleservice #party #likes, False, N/A, true, 17847769474018645, anthonypresents, 2013-05-10 21:23:02, 😮
453932560533796454, ZMsUI-mbZm, 58, 1, 2013-05-11 21:29:59, @samilaurena @_tinamarie_ @destyy22 @hannahparkxxo  @almababyyyy Come see us  at The Grand Nightclub tonight! #thegrandsf #thegrandnightclub #thegrandgirls #grandgirls #saturday #sanfrancisco #nightlife #bestclub, False, N/A, true, 17847770311018645, anthonypresents, 2013-05-11 21:41:28, Good luck girls. 👊
455949013604742923, ZT2zZPmbcL, 39, 2, 2013-05-14 16:16:19, 😘😘 😘😘 #grandgirls #thegrandsf #thegrandnightclub #grandgirlslive #kiss #instagood #instadaily #instasexy @ginamarie323 @almababyyyy @rissa_riss, False, N/A, true, 17847772177018645, alma.wallace, 2013-05-14 16:21:48, 💗 it!
455949013604742923, ZT2zZPmbcL, 39, 2, 2013-05-14 16:16:19, 😘😘 😘😘 #grandgirls #thegrandsf #thegrandnightclub #grandgirlslive #kiss #instagood #instadaily #instasexy @ginamarie323 @almababyyyy @rissa_riss, False, N/A, true, 17847772189018645, thegrandnightclub, 2013-05-14 16:55:00, @oksichka
457404532328609664, ZZBv-sGbeA, 28, 1, 2013-05-16 16:28:11, Come check out the #grandgirls and the @sexpantherdjs this #saturday #instasexy #instadaily #thegrandnightclub #thegrandsf #sfvip #bottlepoppin #bottleservice, False, N/A, true, 17847773392018645, thegrandnightclub, 2013-05-16 16:54:28, @mayser1 @lovemarimba @wendayy_twran 😘
481304492472120377, at7-LGmbQ5, 48, 0, 2013-06-18 15:53:08, Not going to #EDC2013? No worries let the #grandgirls show you a fun time with our #bottleservice!!! #edm #instasf #champagne #glowsticks #peace #love #unity #respect #bottlepoppin #beautiful #happy #instadaily #hair #photooftheday #blonde #party #all_shots, False, N/A, false, N/A, N/A, N/A, N/A
484067907817026781, a3wTKMmbTd, 20, 0, 2013-06-22 11:23:33, Come celebrate with us tonight! #partywiththebest #tagyourself #sfvip #sf #sfbottleservice #sfparty #instasf #instasexy #instalove #instafamous #instadaily #grand #grandsf #thegrand #thegrandsf #thegrandnightclub #gogiants #gocray #love, False, N/A, false, N/A, N/A, N/A, N/A
508142103593334083, cNSI0MGbVD, 60, 1, 2013-07-25 16:34:40, It's Friday Eve  time to prepare to #party with the #grandgirlslive!!! #igdaily #meow #bottlepoppin #clublife #cats #wedoitbetter, False, N/A, true, 17847820978018645, miss_smokes_alot, 2013-07-25 20:34:51, Eyes on you @almababyyyy
524050477983839946, dFzSIYmbbK, 79, 3, 2013-08-16 15:21:46, Style beyond compare #flashy #allgoldeverythang #pimpmyride #sfclubs #thegrandnightclub #grandsf #sfbottleservice, False, N/A, true, 17847837667018645, hplifestyle, 2013-08-16 16:21:55, Thomas ! Lol
524050477983839946, dFzSIYmbbK, 79, 3, 2013-08-16 15:21:46, Style beyond compare #flashy #allgoldeverythang #pimpmyride #sfclubs #thegrandnightclub #grandsf #sfbottleservice, False, N/A, true, 17847858181018645, thegrandnightclub, 2013-09-12 22:34:18, #grandgirls #grandgirlslive #edm #nightlife #sfnightlife #nightlifesf #bottleservice #bottleservicegirls #botllepopper #popbottles #turnup #turnt #live #danceparty #club #clublife #sf #sanfrancisco #sanfran #music #livemusic #venue #party
524050477983839946, dFzSIYmbbK, 79, 3, 2013-08-16 15:21:46, Style beyond compare #flashy #allgoldeverythang #pimpmyride #sfclubs #thegrandnightclub #grandsf #sfbottleservice, False, N/A, true, 17867112457018850, harrypotterburlesque, 2016-12-03 07:14:12, Aww nice
528413521543280609, dVTUxWGbfh, 39, 0, 2013-08-22 15:50:22, Thirsty? Check out the @grandnightclub_bottleservice we have bottles big enough to quench thirsty-ness of all magnitude #thirstythursdays #champagne #champagnediet #moet #sf @connieandblyde #sfbottleservice #sfvip #grandsf #thegrand, False, N/A, false, N/A, N/A, N/A, N/A
